Date,close,volume,high,low,daily_return,30d_ma
2021-06-11,203.29666137695312,48615900,204.18666076660156,200.5066680908203,,
2021-06-14,205.89666748046875,61272000,208.49667358398438,203.05999755859375,0.012789,
2021-06-15,199.7866668701172,53292300,205.59666442871094,199.41000366210938,-0.029675,
2021-06-16,201.6233367919922,66432300,202.8333282470703,197.8333282470703,0.009193,
2021-06-17,205.53334045410156,68104200,207.1566619873047,200.44667053222656,0.019393,
2021-06-18,207.77000427246094,73682700,209.4499969482422,203.93333435058594,0.010882,
2021-06-21,206.94332885742188,74438100,210.4633331298828,202.9600067138672,-0.003979,
2021-06-22,207.90333557128906,57476700,209.52333068847656,205.1666717529297,0.004639,
2021-06-23,218.85667419433594,93297600,219.06666564941406,210.01333618164062,0.052685,
2021-06-24,226.60667419433594,137947200,232.5399932861328,222.5366668701172,0.035411,
2021-06-25,223.9566650390625,97490100,231.27000427246094,222.89999389648438,-0.011694,
2021-06-28,229.57333374023438,64884600,231.56666564941406,223.44000244140625,0.025079,
2021-06-29,226.9199981689453,52143900,229.1699981689453,225.29666137695312,-0.011558,
2021-06-30,226.56666564941406,56774700,230.93666076660156,226.04666137695312,-0.001557,
2021-07-01,225.97332763671875,55903500,229.3300018310547,224.26666259765625,-0.002619,
2021-07-02,226.3000030517578,81163500,233.3333282470703,224.4199981689453,0.001446,
2021-07-06,219.86000061035156,69853500,228.0,217.13333129882812,-0.028458,
2021-07-07,214.88333129882812,56376000,221.89999389648438,212.77333068847656,-0.022636,
2021-07-08,217.60333251953125,68319900,218.14332580566406,206.82000732421875,0.012658,
2021-07-09,218.98333740234375,54421500,219.6366729736328,214.89666748046875,0.006342,
2021-07-12,228.56666564941406,77781000,229.0800018310547,220.72000122070312,0.043763,
2021-07-13,222.84666442871094,62898300,231.0933380126953,222.10000610351562,-0.025026,
2021-07-14,217.7933349609375,64923600,226.20333862304688,217.6133270263672,-0.022676,
2021-07-15,216.86666870117188,60628800,222.04666137695312,212.6266632080078,-0.004255,
2021-07-16,214.74000549316406,49113000,218.89999389648438,214.06666564941406,-0.009806,
2021-07-19,215.4066619873047,63891300,215.73333740234375,207.09666442871094,0.003104,
2021-07-20,220.1666717529297,46461300,220.79666137695312,213.5,0.022098,
2021-07-21,218.42999267578125,41859900,221.6199951171875,216.76333618164062,-0.007888,
2021-07-22,216.4199981689453,45317100,220.72332763671875,214.86666870117188,-0.009202,
2021-07-23,214.4600067138672,43814700,216.26666259765625,212.43333435058594,-0.009056,216.68
2021-07-26,219.2066650390625,76009800,222.73333740234375,215.70333862304688,0.022133,217.21
2021-07-27,214.92666625976562,98439900,222.1666717529297,209.0800018310547,-0.019525,217.52
2021-07-28,215.66000366210938,48019800,218.32333374023438,213.13333129882812,0.003412,218.04
2021-07-29,225.78334045410156,91183800,227.89666748046875,216.26666259765625,0.046941,218.85
2021-07-30,229.06666564941406,88969200,232.50999450683594,223.0,0.014542,219.63
2021-08-02,236.55667114257812,100847400,242.31333923339844,232.8000030517578,0.032698,220.59
2021-08-03,236.5800018310547,64860900,240.88333129882812,233.6699981689453,9.9e-05,221.58
2021-08-04,236.97332763671875,51007800,241.63333129882812,236.30999755859375,0.001663,222.55
2021-08-05,238.2100067138672,38758800,240.31666564941406,237.1366729736328,0.005219,223.2
2021-08-06,233.03334045410156,46869000,238.77667236328125,232.5433349609375,-0.021732,223.41
2021-08-09,237.9199981689453,44145900,239.67666625976562,235.0433349609375,0.02097,223.88
2021-08-10,236.663330078125,40296900,238.8633270263672,233.9600067138672,-0.005282,224.11
2021-08-11,235.94000244140625,29401800,238.39332580566406,234.73666381835938,-0.003056,224.41
2021-08-12,240.75,52377300,240.93333435058594,233.13333129882812,0.020387,224.89
2021-08-13,239.05667114257812,50194500,243.3000030517578,238.1133270263672,-0.007034,225.32
2021-08-16,228.72332763671875,68032200,236.5,225.46665954589844,-0.043225,225.4
2021-08-17,221.90333557128906,71163900,224.86000061035156,216.27999877929688,-0.029818,225.47
2021-08-18,229.663330078125,61048200,231.92333984375,223.11666870117188,0.03497,225.96
2021-08-19,224.49000549316406,42940500,228.85000610351562,222.52999877929688,-0.022526,226.19
2021-08-20,226.75332641601562,44525700,230.7100067138672,224.56666564941406,0.010082,226.45
2021-08-23,235.43333435058594,60794700,237.3766632080078,226.9166717529297,0.03828,226.68
2021-08-24,236.163330078125,39249300,238.4066619873047,234.2133331298828,0.003101,227.12
2021-08-25,237.06666564941406,37936800,238.99000549316406,234.6666717529297,0.003825,227.77
2021-08-26,233.72000122070312,39642900,238.46665954589844,232.5399932861328,-0.014117,228.33
2021-08-27,237.30667114257812,41501400,238.3333282470703,234.03334045410156,0.015346,229.08
2021-08-30,243.6366729736328,55812600,243.6666717529297,237.57666015625,0.026674,230.02
2021-08-31,245.24000549316406,62566200,246.79666137695312,242.14666748046875,0.006581,230.86
2021-09-01,244.69667053222656,39612900,247.3300018310547,243.7566680908203,-0.002216,231.73
2021-09-02,244.1300048828125,38331900,246.99000549316406,243.51333618164062,-0.002316,232.66
2021-09-03,244.52333068847656,45738300,244.6666717529297,241.39999389648438,0.001611,233.66
2021-09-07,250.97332763671875,60119400,253.39999389648438,246.4199981689453,0.026378,234.72
2021-09-08,251.2899932861328,56379000,254.81666564941406,246.92333984375,0.001262,235.93
2021-09-09,251.6199951171875,42233100,254.03334045410156,250.5433349609375,0.001313,237.13
2021-09-10,245.42333984375,45552600,254.20333862304688,244.83999633789062,-0.024627,237.78
2021-09-13,247.6666717529297,68857500,248.25999450683594,236.28334045410156,0.009141,238.4
2021-09-14,248.163330078125,55574700,251.49000549316406,245.46665954589844,0.002005,238.79
2021-09-15,251.94332885742188,46073100,252.2866668701172,246.1199951171875,0.015232,239.3
2021-09-16,252.3300018310547,41770200,252.97000122070312,249.20333862304688,0.001535,239.81
2021-09-17,253.163330078125,84612600,253.67999267578125,250.0,0.003303,240.31
2021-09-20,243.38999938964844,74273100,247.3333282470703,239.5399932861328,-0.038605,240.66
2021-09-21,246.4600067138672,48992100,248.24667358398438,243.47999572753906,0.012614,240.94
2021-09-22,250.64666748046875,45378900,251.22332763671875,246.3733367919922,0.016987,241.41
2021-09-23,251.2133331298828,35842500,252.73333740234375,249.30667114257812,0.002261,241.92
2021-09-24,258.1300048828125,64119000,258.26666259765625,248.18666076660156,0.027533,242.5
2021-09-27,263.78668212890625,84212100,266.3333435058594,256.4366760253906,0.021914,243.32
2021-09-28,259.1866760253906,76144200,265.21331787109375,255.39332580566406,-0.017438,244.34
2021-09-29,260.4366760253906,62828700,264.5,256.8933410644531,0.004823,245.62
2021-09-30,258.49334716796875,53868000,263.0433349609375,258.3333435058594,-0.007462,246.58
2021-10-01,258.40667724609375,51094200,260.260009765625,254.52999877929688,-0.000335,247.71
2021-10-04,260.510009765625,91449900,268.989990234375,258.7066650390625,0.00814,248.84
2021-10-05,260.1966552734375,55297800,265.7699890136719,258.0666809082031,-0.001203,249.66
2021-10-06,260.9166564941406,43898400,262.2200012207031,257.739990234375,0.002767,250.49
2021-10-07,264.53668212890625,57587400,268.3333435058594,261.1266784667969,0.013874,251.4
2021-10-08,261.8299865722656,50215800,265.4599914550781,260.3033447265625,-0.010232,252.34
2021-10-11,263.9800109863281,42600900,267.0799865722656,261.8333435058594,0.008212,253.23
2021-10-12,268.5733337402344,66060000,270.7733459472656,265.5233459472656,0.0174,254.06
2021-10-13,270.3599853515625,42360300,271.8033447265625,268.59332275390625,0.006652,254.9
2021-10-14,272.7733459472656,36741600,273.4166564941406,271.1166687011719,0.008926,255.84
2021-10-15,281.010009765625,56773800,281.07000732421875,274.1166687011719,0.030196,257.06
2021-10-18,290.03668212890625,72621600,291.7533264160156,283.8233337402344,0.032122,258.58
2021-10-19,288.0899963378906,52143300,292.6499938964844,287.5033264160156,-0.006712,259.82
2021-10-20,288.6000061035156,42096300,289.8299865722656,285.7933349609375,0.00177,261.06
2021-10-21,298.0,94444500,300.0,285.1666564941406,0.032571,262.61
2021-10-22,303.2266540527344,68642400,303.3333435058594,296.9866638183594,0.017539,264.54
2021-10-25,341.6199951171875,188556300,348.3399963378906,314.73333740234375,0.126616,267.67
2021-10-26,339.4766540527344,187245000,364.9800109863281,333.8133239746094,-0.006274,270.71
2021-10-27,345.9533386230469,115579500,356.9599914550781,343.59332275390625,0.019078,273.84
2021-10-28,359.0133361816406,81639600,360.3333435058594,351.3999938964844,0.037751,277.4
2021-10-29,371.3333435058594,89755200,371.7366638183594,357.7366638183594,0.034316,281.34
2021-11-01,402.86334228515625,168146100,403.25,372.88665771484375,0.08491,286.66
2021-11-02,390.6666564941406,128213400,402.86334228515625,382.0,-0.030275,291.46
2021-11-03,404.6199951171875,103885500,405.1300048828125,384.2066650390625,0.035717,296.59
2021-11-04,409.9700012207031,76192200,414.4966735839844,405.6666564941406,0.013222,301.89
