Date,close,volume,high,low,daily_return,30d_ma
2021-06-11,124.13465881347656,53522400,124.22239035571975,122.91621888119515,,
2021-06-14,127.18563842773438,96906500,127.24412116871932,123.86173793219395,0.024578,
2021-06-15,126.36683654785156,62746300,127.30260492232891,126.12314857125716,-0.006438,
2021-06-16,126.86393737792969,91815000,127.58525904482703,125.21661937439929,0.003934,
2021-06-17,128.46253967285156,96721700,129.20336059736883,126.37657131032402,0.012601,
2021-06-18,127.1661376953125,108953300,128.18961527761795,126.95169109033546,-0.010092,
2021-06-21,128.9596710205078,79663300,129.066894317528,125.94769141357571,0.014104,
2021-06-22,130.5972442626953,74783600,130.6947253937975,128.29682937988724,0.012698,
2021-06-23,130.3243408203125,60214200,130.92869718078555,129.86620618552573,-0.00209,
2021-06-24,130.0417022705078,68711000,131.240643382898,129.57381047785972,-0.002169,
2021-06-25,129.74923706054688,70783700,130.50954241745376,129.4568084909208,-0.002249,
2021-06-28,131.37704467773438,62111300,131.83517920756188,129.9831567614525,0.012546,
2021-06-29,132.887939453125,64556100,133.04390333984907,130.95793469390316,0.0115,
2021-06-30,133.50201416015625,63261400,133.94064949902392,132.43952338561445,0.004621,
2021-07-01,133.80418395996094,52485800,133.86266668828733,132.33229922059724,0.002263,
2021-07-02,136.42626953125,78852600,136.46525305919846,134.27206149217562,0.019596,
2021-07-06,138.43431091308594,108181800,139.53577077954614,136.53354710734317,0.014719,
2021-07-07,140.91990661621094,104911600,141.2318195282519,139.0581266890823,0.017955,
2021-07-08,139.62347412109375,105575500,140.42276298269945,137.11835448019005,-0.0092,
2021-07-09,141.4462432861328,99890800,141.97260274724476,139.04834716131978,0.013055,
2021-07-12,140.85165405273438,76299700,142.62570970674338,140.364278087154,-0.004204,
2021-07-13,141.9628448486328,100827100,143.7369001800956,140.00359917768813,0.007889,
2021-07-14,145.38427734375,127050800,145.79368633580276,143.95139049217775,0.024101,
2021-07-15,144.73117065429688,106820300,146.21279783696795,143.3762659892824,-0.004492,
2021-07-16,142.69393920898438,93251400,145.97884856339024,142.1968210625346,-0.014076,
2021-07-19,138.85342407226562,121434600,140.43253247911716,138.09311867670348,-0.026914,
2021-07-20,142.4600067138672,96350000,143.38603306380864,139.35056015600642,0.025974,
2021-07-21,141.72891235351562,74993500,142.44049190950972,140.97836414159778,-0.005132,
2021-07-22,143.09356689453125,77338200,144.45821346206498,142.1285572602189,0.009629,
2021-07-23,144.8091583251953,71447400,144.96512221870486,143.21056560056124,0.011989,135.49
2021-07-26,145.228271484375,72434100,146.04705940106285,143.97083337261068,0.002894,136.2
2021-07-27,143.06434631347656,104818600,145.4427434254304,141.87514775749966,-0.0149,136.73
2021-07-28,141.3195037841797,118931200,143.25926511063363,138.9411071473103,-0.012196,137.23
2021-07-29,141.9628448486328,56699500,142.8498725143642,140.92961036922324,0.004552,137.73
2021-07-30,142.1772918701172,70440600,142.63542638578699,140.4714762953773,0.001511,138.19
2021-08-02,141.84591674804688,62880000,143.2398049839172,141.58272954059322,-0.002331,138.68
2021-08-03,143.63943481445312,64786600,144.30225894055675,141.51446802349406,0.012644,139.16
2021-08-04,143.2398223876953,56368300,144.05861060643986,142.58674024606307,-0.002782,139.59
2021-08-05,143.34701538085938,46397700,144.107320690727,142.47948676454712,0.000748,140.02
2021-08-06,142.66366577148438,54126800,143.61059289976055,142.16580285802874,-0.004767,140.44
2021-08-09,142.61485290527344,48908700,143.21034301067533,142.05841963396023,-0.000342,140.87
2021-08-10,142.1365203857422,69023100,144.19632898598317,141.84365370926938,-0.003354,141.23
2021-08-11,142.3903045654297,48493500,143.22984760890972,142.06815276895088,0.001785,141.55
2021-08-12,145.34828186035156,72282600,145.50447943892834,142.3708306879483,0.020774,141.94
2021-08-13,145.55328369140625,59375000,145.88519235268876,144.74302556240244,0.00141,142.33
2021-08-16,147.5252227783203,103296000,147.59356480078714,142.9858407795006,0.013548,142.7
2021-08-17,146.6173095703125,92229700,148.07185618392833,145.54347021491796,-0.006154,142.97
2021-08-18,142.87844848632812,86326000,147.13473517673972,142.67343732669485,-0.025501,143.04
2021-08-19,143.21035766601562,86960300,144.4794367790495,141.06269334170713,0.002323,143.16
2021-08-20,144.66493225097656,60549600,144.96755574158394,143.288469055807,0.010157,143.27
2021-08-23,146.1487579345703,60131800,146.61733569322215,144.37204430196212,0.010257,143.44
2021-08-24,146.0608673095703,48606400,147.27137582254224,145.6020463753851,-0.000601,143.58
2021-08-25,144.83087158203125,58991300,146.74425443123712,144.28419502392072,-0.008421,143.56
2021-08-26,144.03036499023438,48597200,145.57278230599707,144.00107981111,-0.005527,143.54
2021-08-27,145.06515502929688,55802400,145.21158091727293,143.33725507209095,0.007185,143.62
2021-08-30,149.47764587402344,90956700,149.83885461039787,145.07493307828,0.030417,143.97
2021-08-31,148.2183074951172,86453100,149.16523456794167,147.69114453920625,-0.008425,144.16
2021-09-01,148.88214111328125,80313700,151.29338682527435,148.71618680019012,0.004479,144.4
2021-09-02,149.9950408935547,71115500,151.03959539227287,148.7747752992504,0.007475,144.63
2021-09-03,150.62957763671875,57808700,150.95172951907767,149.44835406806936,0.00423,144.83
2021-09-07,152.96275329589844,82278300,153.51918672704568,150.71746135701164,0.015489,145.08
2021-09-08,151.42031860351562,74420200,153.30440154284446,150.31719373274197,-0.010084,145.36
2021-09-09,150.40504455566406,57305700,152.39651120399355,150.28788894400816,-0.006705,145.66
2021-09-10,145.42636108398438,140893200,151.7814983871202,145.1627795675759,-0.033102,145.78
2021-09-13,145.9925537109375,102404300,147.81806596111582,145.21158088499752,0.003893,145.91
2021-09-14,144.5965576171875,109296300,147.4763957492906,143.4153491043727,-0.009562,146.0
2021-09-15,145.48495483398438,83281300,145.88520555365383,142.88822588135704,0.006144,146.06
2021-09-16,145.25062561035156,68034100,145.42635157507343,143.71798000246844,-0.001611,146.13
2021-09-17,142.58555603027344,129868800,145.27991132028194,142.29268938190515,-0.018348,146.1
2021-09-20,139.53981018066406,123478900,141.39460787991925,137.909537174392,-0.021361,146.0
2021-09-21,140.01812744140625,75834000,141.16030897663776,139.38359538478255,0.003428,145.91
2021-09-22,142.38059997558594,76404300,142.94679012081193,140.28173414994058,0.016873,145.92
2021-09-23,143.33726501464844,64838200,143.581318108749,142.1755699033987,0.006719,145.95
2021-09-24,143.42507934570312,53477900,143.96199897762438,142.09743029941347,0.000613,145.89
2021-09-27,141.91200256347656,74150700,142.48797924389808,140.39888514559524,-0.01055,145.77
2021-09-28,138.5343017578125,108972300,141.30674132874793,138.31953384357482,-0.023801,145.47
2021-09-29,139.43238830566406,74602000,141.01384728022984,138.65141557774692,0.006483,145.23
2021-09-30,138.13401794433594,89056700,140.94551367693097,137.91925008166186,-0.009312,145.07
2021-10-01,139.2566680908203,94639600,139.5202495626883,135.80088336468526,0.008127,144.94
2021-10-04,135.83016967773438,98322000,138.8271483868743,134.98086980059804,-0.024606,144.64
2021-10-05,137.75328063964844,80861100,138.85640500413678,136.0449095810652,0.014158,144.36
2021-10-06,138.62216186523438,83221100,138.76858776803195,135.07850605934124,0.006308,144.11
2021-10-07,139.88148498535156,61732700,140.7893703718494,139.32505159657362,0.009085,143.95
2021-10-08,139.500732421875,58773200,140.7502829805711,139.16882381318146,-0.002722,143.8
2021-10-11,139.41282653808594,64452200,141.36525044287433,138.43661458569173,-0.00063,143.61
2021-10-12,138.14376831054688,73035900,139.8423827196876,137.68494743386773,-0.009103,143.23
2021-10-13,137.55807495117188,78762700,138.0364094315763,135.88874541033104,-0.00424,142.88
2021-10-14,140.3402862548828,69907100,140.45744186952987,138.1438084019397,0.020226,142.59
2021-10-15,141.39463806152344,67940300,141.45320843777606,140.0962734365725,0.007513,142.31
2021-10-18,143.06390380859375,85589200,143.34699879821167,139.75454497889402,0.011806,142.05
2021-10-19,145.2213592529297,76378900,145.62160993395176,143.06393807186709,0.01508,141.8
2021-10-20,145.70944213867188,58418800,146.18779152686344,144.59656071553547,0.003361,141.6
2021-10-21,145.92422485351562,61421000,146.0804224119474,144.35252229936606,0.001474,141.46
2021-10-22,145.15298461914062,58883400,146.60753116579318,145.10417103326708,-0.005285,141.45
2021-10-25,145.10418701171875,50720600,145.8168177773373,144.10844635434742,-0.000336,141.42
2021-10-26,145.76808166503906,60893400,147.25191418450711,145.46544322769057,0.004575,141.46
2021-10-27,145.30918884277344,56094900,146.168245431377,144.95775186240334,-0.003148,141.45
2021-10-28,148.9407196044922,100077900,149.52643805425132,146.1585085567286,0.024992,141.57
2021-10-29,146.23658752441406,124953200,146.3732566337639,142.927228830471,-0.018156,141.69
2021-11-01,145.41661071777344,74588300,146.13899838558393,144.2842007193759,-0.005607,141.89
2021-11-02,146.4513702392578,69122000,147.96450225059075,145.11394928812004,0.007116,142.1
2021-11-03,147.88641357421875,54511500,148.35499132920407,146.25614074482093,0.009799,142.29
2021-11-04,147.36903381347656,60394600,148.80405236999567,147.05663868837075,-0.003498,142.42
2021-11-05,147.89695739746094,65463900,148.7963818494452,146.70423879606528,0.003582,142.57
2021-11-08,147.07569885253906,55020900,148.18043333239365,146.8019617116547,-0.005553,142.74
2021-11-09,147.43743896484375,56787900,148.0435691533501,146.70421118808,0.00246,143.04
2021-11-10,144.61207580566406,65187100,146.7726603269792,144.54364896685252,-0.019163,143.21
2021-11-11,144.5631866455078,41000000,146.0882980655143,144.37743321812488,-0.000338,143.43
2021-11-12,146.6358184814453,63804000,147.03663842202138,144.18193940351156,0.014337,143.67
2021-11-15,146.6455535888672,59222800,148.48351596746593,146.08829332480207,6.6e-05,144.03
2021-11-16,147.62319946289062,59256200,148.102247003654,146.00031832566742,0.006667,144.36
2021-11-17,150.05751037597656,88807000,151.53373689410836,147.61341784542643,0.01649,144.74
2021-11-18,154.3395538330078,137827700,155.12166644396783,149.62735108476016,0.028536,145.23
2021-11-19,156.95962524414062,117305600,157.41911583313842,153.02952027938457,0.016976,145.81
2021-11-22,157.41915893554688,117467900,161.99449424357113,157.3996020130381,0.002928,146.41
2021-11-23,157.80039978027344,96041900,158.18167763297342,155.5029467463392,0.002422,147.06
2021-11-24,158.31858825683594,69463600,158.5141127351861,156.07001946190547,0.003284,147.76
2021-11-26,153.3032684326172,76959800,156.8618668141861,152.8633347292546,-0.031679,148.19
2021-11-29,156.65660095214844,88748200,157.58535337179862,155.23901498169408,0.021874,148.7
2021-11-30,161.6034393310547,174048100,161.81852071802552,156.34374618750323,0.031578,149.31
2021-12-01,161.0852813720703,152052500,166.49161375206606,160.8506430799377,-0.003206,149.84
2021-12-02,160.09783935546875,136739200,160.52800204808736,154.27113083970096,-0.00613,150.32
2021-12-03,158.22079467773438,118023100,161.271032766341,156.14820866843903,-0.011724,150.73
2021-12-06,161.62295532226562,107497000,164.12570364495514,160.60620449270007,0.021503,151.28
